Season,Episode,Shot,duration,Time,Ross,Chandler,Joey,Rachel,Monica,Phoebe,Central Perk,Monica's Apartment,Chandler's Apartment,object,caption,caption_prob
7,8,1,0,0:00:00,0,0,0,0,0,0,1,0,0,,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,1,1,0:00:01,0,0,0,0,0,0,1,0,0,,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,1,2,0:00:02,0,0,0,0,0,0,1,0,0,train_0.54;vase_0.91;parking meter_0.40;book_0.83;potted plant_0.63,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,2,3,0:00:03,0,0,0,0,0,0,0,1,0,clock_0.65;vase_0.96;bowl_0.58;refrigerator_0.44;dining table_0.60;potted plant_0.55;wine glass_0.40;chair_0.99;book_0.60,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,3,4,0:00:04,0,0,0,0,0,0,0,1,0,clock_0.65;vase_0.96;bowl_0.58;refrigerator_0.44;dining table_0.60;potted plant_0.55;wine glass_0.40;chair_0.99;book_0.60,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,3,5,0:00:05,0,0,0,0,0,0,0,1,0,clock_0.65;vase_0.96;bowl_0.58;refrigerator_0.44;dining table_0.60;potted plant_0.55;wine glass_0.40;chair_0.99;book_0.60,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,3,6,0:00:06,1,0,0,0,0,0,0,1,0,vase_0.65;potted plant_0.98;chair_0.56;cake_0.81;pizza_0.39;book_0.85,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,4,7,0:00:07,1,0,0,0,0,0,0,1,0,vase_0.65;potted plant_0.98;chair_0.56;cake_0.81;pizza_0.39;book_0.85,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,4,8,0:00:08,1,0,0,0,0,0,0,1,0,vase_0.65;potted plant_0.98;chair_0.56;cake_0.81;pizza_0.39;book_0.85,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,4,9,0:00:09,1,0,0,0,0,0,0,1,0,vase_0.65;potted plant_0.98;chair_0.56;cake_0.81;pizza_0.39;book_0.85,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,4,10,0:00:10,1,1,0,0,0,1,0,1,0,bottle_0.92;vase_0.90;bowl_0.54;handbag_0.42;refrigerator_0.94;cup_0.82;couch_0.44;dining table_0.74;wine glass_0.98;potted plant_0.57;chair_1.00;book_0.84,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,5,11,0:00:11,0,1,0,0,0,1,0,1,0,bottle_0.92;vase_0.90;bowl_0.54;handbag_0.42;refrigerator_0.94;cup_0.82;couch_0.44;dining table_0.74;wine glass_0.98;potted plant_0.57;chair_1.00;book_0.84,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,5,12,0:00:12,0,1,0,0,0,1,0,1,0,bottle_0.92;vase_0.90;bowl_0.54;handbag_0.42;refrigerator_0.94;cup_0.82;couch_0.44;dining table_0.74;wine glass_0.98;potted plant_0.57;chair_1.00;book_0.84,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,5,13,0:00:13,0,1,0,0,0,1,0,1,0,bottle_0.92;vase_0.90;bowl_0.54;handbag_0.42;refrigerator_0.94;cup_0.82;couch_0.44;dining table_0.74;wine glass_0.98;potted plant_0.57;chair_1.00;book_0.84,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,5,14,0:00:14,0,1,0,0,0,0,0,1,0,bottle_0.92;vase_0.90;bowl_0.54;handbag_0.42;refrigerator_0.94;cup_0.82;couch_0.44;dining table_0.74;wine glass_0.98;potted plant_0.57;chair_1.00;book_0.84,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,5,15,0:00:15,0,1,0,0,0,0,0,1,0,bottle_0.92;vase_0.90;bowl_0.54;handbag_0.42;refrigerator_0.94;cup_0.82;couch_0.44;dining table_0.74;wine glass_0.98;potted plant_0.57;chair_1.00;book_0.84,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,5,16,0:00:16,1,1,0,0,0,0,0,1,0,vase_0.59;bottle_0.92;book_0.70;potted plant_0.38,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,6,17,0:00:17,1,0,0,0,0,0,0,1,0,vase_0.59;bottle_0.92;book_0.70;potted plant_0.38,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,6,18,0:00:18,1,1,0,0,0,0,0,1,0,chair_0.60;dining table_0.48,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,7,19,0:00:19,0,1,0,0,0,0,0,1,0,chair_0.60;dining table_0.48,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
7,8,7,20,0:00:20,0,1,0,0,0,0,0,1,0,chair_0.60;dining table_0.48,A beaming Rachel is happily surprised when her assistant Tag shows up at the gang's Thanksgiving dinner. Phoebe sneaks a puppy into the apartment forcing Chandler to confess why he hates dogs.,0.000709
