Season,Episode,Shot,duration,Time,Ross,Chandler,Joey,Rachel,Monica,Phoebe,Central Perk,Monica's Apartment,Chandler's Apartment,object,caption,caption_prob
7,3,1,0,0:00:00,0,0,0,0,0,0,1,0,0,,Chandler's bonding attempt with his future father-in-law during a close sauna encounter backfires. Monica tries to replicate Phoebe's grandmother's secret cookie recipe by deconstructing her one last cookie.,0.000709
7,3,1,1,0:00:01,0,0,0,0,0,0,1,0,0,,Chandler's bonding attempt with his future father-in-law during a close sauna encounter backfires. Monica tries to replicate Phoebe's grandmother's secret cookie recipe by deconstructing her one last cookie.,0.000709
7,3,1,2,0:00:02,0,0,1,0,0,0,1,0,0,cup_0.57;dining table_0.92;couch_0.37;book_0.74;chair_0.57;sports ball_0.69;cell phone_0.54;bowl_0.53;vase_0.40,Chandler's bonding attempt with his future father-in-law during a close sauna encounter backfires. Monica tries to replicate Phoebe's grandmother's secret cookie recipe by deconstructing her one last cookie.,0.000709
7,3,2,3,0:00:03,0,0,1,0,0,0,1,0,0,cup_0.57;dining table_0.92;couch_0.37;book_0.74;chair_0.57;sports ball_0.69;cell phone_0.54;bowl_0.53;vase_0.40,Chandler's bonding attempt with his future father-in-law during a close sauna encounter backfires. Monica tries to replicate Phoebe's grandmother's secret cookie recipe by deconstructing her one last cookie.,0.000709
7,3,2,4,0:00:04,0,0,1,0,0,0,1,0,0,cup_0.57;dining table_0.92;couch_0.37;book_0.74;chair_0.57;sports ball_0.69;cell phone_0.54;bowl_0.53;vase_0.40,Chandler's bonding attempt with his future father-in-law during a close sauna encounter backfires. Monica tries to replicate Phoebe's grandmother's secret cookie recipe by deconstructing her one last cookie.,0.000709
7,3,2,5,0:00:05,0,0,1,0,0,0,1,0,0,cup_0.57;dining table_0.92;couch_0.37;book_0.74;chair_0.57;sports ball_0.69;cell phone_0.54;bowl_0.53;vase_0.40,Chandler's bonding attempt with his future father-in-law during a close sauna encounter backfires. Monica tries to replicate Phoebe's grandmother's secret cookie recipe by deconstructing her one last cookie.,0.000709
7,3,2,6,0:00:06,0,1,0,0,0,0,1,0,0,bus_0.59;potted plant_0.67;car_0.66;tv_0.84;chair_0.64;traffic light_0.55;bowl_0.89;vase_0.93,Chandler's bonding attempt with his future father-in-law during a close sauna encounter backfires. Monica tries to replicate Phoebe's grandmother's secret cookie recipe by deconstructing her one last cookie.,0.000709
7,3,3,7,0:00:07,0,1,0,0,0,0,1,0,0,bus_0.59;potted plant_0.67;car_0.66;tv_0.84;chair_0.64;traffic light_0.55;bowl_0.89;vase_0.93,Chandler's bonding attempt with his future father-in-law during a close sauna encounter backfires. Monica tries to replicate Phoebe's grandmother's secret cookie recipe by deconstructing her one last cookie.,0.000709
7,3,3,8,0:00:08,0,1,0,0,0,0,1,0,0,bus_0.59;potted plant_0.67;car_0.66;tv_0.84;chair_0.64;traffic light_0.55;bowl_0.89;vase_0.93,Chandler's bonding attempt with his future father-in-law during a close sauna encounter backfires. Monica tries to replicate Phoebe's grandmother's secret cookie recipe by deconstructing her one last cookie.,0.000709
7,3,3,9,0:00:09,0,1,0,0,0,0,1,0,0,bus_0.59;potted plant_0.67;car_0.66;tv_0.84;chair_0.64;traffic light_0.55;bowl_0.89;vase_0.93,Chandler's bonding attempt with his future father-in-law during a close sauna encounter backfires. Monica tries to replicate Phoebe's grandmother's secret cookie recipe by deconstructing her one last cookie.,0.000709
