Season,Episode,Shot,duration,Time,Ross,Chandler,Joey,Rachel,Monica,Phoebe,Central Perk,Monica's Apartment,Chandler's Apartment,object,caption,caption_prob
7,2,1,0,0:00:00,0,0,0,0,0,0,1,0,0,,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,1,1,0:00:01,0,0,0,0,0,0,1,0,0,,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,1,2,0:00:02,0,0,0,0,0,0,1,0,0,handbag_0.54,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,2,3,0:00:03,0,0,1,0,0,0,0,1,0,handbag_0.54,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,2,4,0:00:04,0,0,1,0,0,0,0,1,0,handbag_0.54,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,2,5,0:00:05,0,0,1,0,0,0,0,1,0,handbag_0.54,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,2,6,0:00:06,1,0,1,0,0,0,0,1,0,cup_0.35;potted plant_0.91;remote_0.51;umbrella_0.55;wine glass_0.53;microwave_0.96;book_0.69;tie_0.91;chair_0.95;bottle_0.72;refrigerator_0.95;clock_0.85;vase_0.78,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,3,7,0:00:07,1,0,0,0,0,0,0,1,0,cup_0.35;potted plant_0.91;remote_0.51;umbrella_0.55;wine glass_0.53;microwave_0.96;book_0.69;tie_0.91;chair_0.95;bottle_0.72;refrigerator_0.95;clock_0.85;vase_0.78,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,3,8,0:00:08,1,0,1,0,0,0,0,1,0,potted plant_0.99;book_0.76;tie_0.68;bottle_0.82;chair_0.38;clock_0.62;vase_0.92,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,4,9,0:00:09,1,0,1,0,0,0,0,1,0,potted plant_0.99;book_0.76;tie_0.68;bottle_0.82;chair_0.38;clock_0.62;vase_0.92,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,4,10,0:00:10,1,0,0,0,0,0,0,1,0,potted plant_0.99;book_0.76;tie_0.68;bottle_0.82;chair_0.38;clock_0.62;vase_0.92,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,4,11,0:00:11,1,0,0,0,1,0,0,1,0,book_0.44;umbrella_0.57;chair_0.86,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,5,12,0:00:12,0,0,0,0,1,0,0,1,0,cup_0.38;potted plant_0.69;dining table_0.82;couch_0.94;sink_0.66;microwave_0.53;tie_0.81;chair_0.99;vase_0.68,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,6,13,0:00:13,0,0,0,0,0,0,0,1,0,cup_0.38;potted plant_0.69;dining table_0.82;couch_0.94;sink_0.66;microwave_0.53;tie_0.81;chair_0.99;vase_0.68,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,6,14,0:00:14,0,0,0,0,0,0,0,1,0,cup_0.38;potted plant_0.69;dining table_0.82;couch_0.94;sink_0.66;microwave_0.53;tie_0.81;chair_0.99;vase_0.68,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,6,15,0:00:15,0,0,0,0,1,0,0,1,0,couch_0.76;chair_0.68;cup_0.57;baseball glove_0.43,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,7,16,0:00:16,0,0,0,0,1,0,1,0,0,couch_0.76;chair_0.68;cup_0.57;baseball glove_0.43,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,7,17,0:00:17,0,1,0,0,1,0,1,0,0,orange_0.92;cup_0.86;apple_0.57;bottle_0.96;tie_0.99;chair_0.59;refrigerator_0.86;bowl_0.99,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,8,18,0:00:18,0,1,0,0,0,0,1,0,0,orange_0.92;cup_0.86;apple_0.57;bottle_0.96;tie_0.99;chair_0.59;refrigerator_0.86;bowl_0.99,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,8,19,0:00:19,0,0,0,0,1,0,1,0,0,couch_0.68;chair_0.59,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,9,20,0:00:20,0,0,0,1,1,1,1,0,0,book_0.51;bottle_0.93;bowl_0.91;cup_0.44,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,10,21,0:00:21,1,0,0,1,1,1,0,1,0,couch_0.63;chair_0.89,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,11,22,0:00:22,0,0,0,0,1,0,0,1,0,couch_0.63;chair_0.89,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,11,23,0:00:23,0,0,0,1,1,0,0,1,0,teddy bear_0.40;book_0.47;bottle_0.45;cup_0.96,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,12,24,0:00:24,0,0,0,1,0,0,0,1,0,teddy bear_0.40;book_0.47;bottle_0.45;cup_0.96,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,12,25,0:00:25,0,1,0,1,0,0,0,1,0,cup_0.90;dining table_0.82;potted plant_0.87;couch_0.99;bottle_0.68;tie_0.82;chair_0.99;refrigerator_0.92;cake_0.61;book_0.47;bowl_0.45;vase_0.82,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
7,2,13,26,0:00:26,0,1,0,0,0,0,1,0,0,cup_0.90;dining table_0.82;potted plant_0.87;couch_0.99;bottle_0.68;tie_0.82;chair_0.99;refrigerator_0.92;cake_0.61;book_0.47;bowl_0.45;vase_0.82,Monica's dream of elaborate nuptials fizzles when she learns what her parents have done with her wedding fund. Rachel is embarrassed when a teasing Joey stumbles onto her juicy late-night reading material.,0.000709
