Season,Episode,Shot,duration,Time,Ross,Chandler,Joey,Rachel,Monica,Phoebe,Central Perk,Monica's Apartment,Chandler's Apartment,object,caption,caption_prob
7,1,1,0,0:00:00,0,0,0,0,0,0,1,0,0,,Minutes after Chandler proposes to Monica she plans to celebrate on the town with pals until she catches Ross and Rachel kissing.,0.000709
7,1,1,1,0:00:01,0,0,0,0,0,0,1,0,0,,Minutes after Chandler proposes to Monica she plans to celebrate on the town with pals until she catches Ross and Rachel kissing.,0.000709
7,1,1,2,0:00:02,0,0,0,0,0,0,1,0,0,cup_0.69;potted plant_0.77;dining table_0.49;book_0.72;bottle_0.73;chair_0.98;vase_0.65,Minutes after Chandler proposes to Monica she plans to celebrate on the town with pals until she catches Ross and Rachel kissing.,0.000709
7,1,2,3,0:00:03,0,0,0,0,0,0,1,0,0,cup_0.69;potted plant_0.77;dining table_0.49;book_0.72;bottle_0.73;chair_0.98;vase_0.65,Minutes after Chandler proposes to Monica she plans to celebrate on the town with pals until she catches Ross and Rachel kissing.,0.000709
7,1,2,4,0:00:04,1,0,0,0,0,0,1,0,0,cup_0.76;potted plant_0.60;oven_0.77;fork_0.89;bicycle_0.76;wine glass_0.98;baseball glove_0.48;book_0.71;bottle_0.76;chair_0.40;cell phone_0.67;handbag_0.81;vase_0.95,Minutes after Chandler proposes to Monica she plans to celebrate on the town with pals until she catches Ross and Rachel kissing.,0.000709
7,1,3,5,0:00:05,1,0,0,0,0,0,0,1,0,cup_0.76;potted plant_0.60;oven_0.77;fork_0.89;bicycle_0.76;wine glass_0.98;baseball glove_0.48;book_0.71;bottle_0.76;chair_0.40;cell phone_0.67;handbag_0.81;vase_0.95,Minutes after Chandler proposes to Monica she plans to celebrate on the town with pals until she catches Ross and Rachel kissing.,0.000709
7,1,3,6,0:00:06,1,0,0,0,0,0,0,1,0,cup_0.76;potted plant_0.60;oven_0.77;fork_0.89;bicycle_0.76;wine glass_0.98;baseball glove_0.48;book_0.71;bottle_0.76;chair_0.40;cell phone_0.67;handbag_0.81;vase_0.95,Minutes after Chandler proposes to Monica she plans to celebrate on the town with pals until she catches Ross and Rachel kissing.,0.000709
7,1,3,7,0:00:07,1,0,0,0,0,0,0,1,0,cup_0.76;potted plant_0.60;oven_0.77;fork_0.89;bicycle_0.76;wine glass_0.98;baseball glove_0.48;book_0.71;bottle_0.76;chair_0.40;cell phone_0.67;handbag_0.81;vase_0.95,Minutes after Chandler proposes to Monica she plans to celebrate on the town with pals until she catches Ross and Rachel kissing.,0.000709
7,1,3,8,0:00:08,1,0,0,0,0,0,0,1,0,cup_0.76;potted plant_0.60;oven_0.77;fork_0.89;bicycle_0.76;wine glass_0.98;baseball glove_0.48;book_0.71;bottle_0.76;chair_0.40;cell phone_0.67;handbag_0.81;vase_0.95,Minutes after Chandler proposes to Monica she plans to celebrate on the town with pals until she catches Ross and Rachel kissing.,0.000709
7,1,3,9,0:00:09,1,0,0,0,0,0,0,1,0,cup_0.76;potted plant_0.60;oven_0.77;fork_0.89;bicycle_0.76;wine glass_0.98;baseball glove_0.48;book_0.71;bottle_0.76;chair_0.40;cell phone_0.67;handbag_0.81;vase_0.95,Minutes after Chandler proposes to Monica she plans to celebrate on the town with pals until she catches Ross and Rachel kissing.,0.000709
