Season,Episode,Shot,duration,Time,Ross,Chandler,Joey,Rachel,Monica,Phoebe,Central Perk,Monica's Apartment,Chandler's Apartment,object,caption,caption_prob
7,5,1,0,0:00:00,0,0,0,0,0,0,1,0,0,,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,1,1,0:00:01,0,0,0,0,0,0,1,0,0,,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,1,2,0:00:02,0,0,0,0,0,0,1,0,0,vase_0.96;oven_0.99;dining table_0.56;potted plant_0.88;cake_0.62;book_0.50,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,2,3,0:00:03,0,0,0,0,0,0,0,0,1,vase_0.96;oven_0.99;dining table_0.56;potted plant_0.88;cake_0.62;book_0.50,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,2,4,0:00:04,0,1,0,0,1,1,0,0,1,tv_0.98;bed_0.48;vase_0.78;cup_0.48;couch_0.45;potted plant_0.90;chair_0.56;book_0.77,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,3,5,0:00:05,0,0,0,0,1,1,0,1,0,tv_0.59;book_0.65,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,4,6,0:00:06,0,0,0,0,0,0,0,1,0,bottle_0.80;teddy bear_0.49;book_0.64;tv_0.40,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,5,7,0:00:07,0,0,0,0,0,0,0,1,0,bottle_0.96;bird_0.54;cup_0.99;refrigerator_0.70;chair_0.38;book_0.86,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,7,8,0:00:08,0,0,0,0,0,0,0,1,0,bottle_0.96;bird_0.54;cup_0.99;refrigerator_0.70;chair_0.38;book_0.86,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,7,9,0:00:09,0,0,0,0,0,1,0,1,0,laptop_0.49;traffic light_0.41,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,8,10,0:00:10,0,0,0,0,0,1,0,1,0,laptop_0.49;traffic light_0.41,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,8,11,0:00:11,0,0,0,0,1,1,0,1,0,bottle_0.47;refrigerator_0.99;couch_0.99;oven_0.98;dining table_0.49;chair_0.99;cake_0.64;book_1.00,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,9,12,0:00:12,0,0,0,0,1,0,1,0,0,bottle_0.47;refrigerator_0.99;couch_0.99;oven_0.98;dining table_0.49;chair_0.99;cake_0.64;book_1.00,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,9,13,0:00:13,0,0,0,0,1,0,1,0,0,bottle_0.47;refrigerator_0.99;couch_0.99;oven_0.98;dining table_0.49;chair_0.99;cake_0.64;book_1.00,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,9,14,0:00:14,0,0,0,0,1,0,1,0,0,bottle_0.75;tv_0.59;cup_0.97;couch_0.44;bench_0.78;potted plant_0.66;cell phone_1.00;remote_0.62;book_0.71,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,10,15,0:00:15,0,0,0,0,1,0,0,1,0,bottle_0.75;tv_0.59;cup_0.97;couch_0.44;bench_0.78;potted plant_0.66;cell phone_1.00;remote_0.62;book_0.71,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,10,16,0:00:16,0,0,0,0,1,0,0,1,0,bottle_0.75;tv_0.59;cup_0.97;couch_0.44;bench_0.78;potted plant_0.66;cell phone_1.00;remote_0.62;book_0.71,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,10,17,0:00:17,0,0,0,0,1,0,0,1,0,bottle_0.75;tv_0.59;cup_0.97;couch_0.44;bench_0.78;potted plant_0.66;cell phone_1.00;remote_0.62;book_0.71,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,10,18,0:00:18,0,0,0,0,1,0,0,1,0,cup_0.96;bottle_0.96;wine glass_0.68;book_0.76;potted plant_0.42,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,11,19,0:00:19,0,0,0,0,0,0,0,1,0,refrigerator_0.53;bottle_0.94;tv_0.66;book_0.56,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,12,20,0:00:20,0,0,0,0,0,0,0,1,0,cup_0.99;refrigerator_0.90;book_0.46,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,13,21,0:00:21,0,0,0,0,1,0,0,1,0,bottle_0.98;tv_0.48;refrigerator_0.99;spoon_0.40;couch_0.36;bench_0.75;bowl_0.37;potted plant_0.62;chair_0.41;book_0.81,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,14,22,0:00:22,0,0,0,0,1,0,0,1,0,bottle_0.98;tv_0.48;refrigerator_0.99;spoon_0.40;couch_0.36;bench_0.75;bowl_0.37;potted plant_0.62;chair_0.41;book_0.81,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,14,23,0:00:23,0,0,0,0,0,0,0,1,0,bottle_0.98;tv_0.48;refrigerator_0.99;spoon_0.40;couch_0.36;bench_0.75;bowl_0.37;potted plant_0.62;chair_0.41;book_0.81,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,14,24,0:00:24,0,0,0,0,0,0,0,1,0,bottle_0.96;vase_0.81;refrigerator_0.98;cup_0.96;potted plant_0.57;chair_0.50;remote_0.48;book_0.43,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,15,25,0:00:25,0,0,0,0,0,0,0,1,0,bottle_0.96;vase_0.81;refrigerator_0.98;cup_0.96;potted plant_0.57;chair_0.50;remote_0.48;book_0.43,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,15,26,0:00:26,0,0,0,0,0,0,0,1,0,bottle_0.96;vase_0.81;refrigerator_0.98;cup_0.96;potted plant_0.57;chair_0.50;remote_0.48;book_0.43,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,15,27,0:00:27,0,0,0,0,0,0,0,1,0,bottle_0.96;vase_0.81;refrigerator_0.98;cup_0.96;potted plant_0.57;chair_0.50;remote_0.48;book_0.43,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,15,28,0:00:28,0,0,0,0,0,0,0,1,0,bottle_0.96;vase_0.81;refrigerator_0.98;cup_0.96;potted plant_0.57;chair_0.50;remote_0.48;book_0.43,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,15,29,0:00:29,0,0,0,0,0,0,0,1,0,bottle_0.96;vase_0.81;refrigerator_0.98;cup_0.96;potted plant_0.57;chair_0.50;remote_0.48;book_0.43,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,15,30,0:00:30,0,0,0,0,0,1,0,1,0,cup_0.51;cell phone_0.49;laptop_0.62;book_0.54;bowl_0.57,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,16,31,0:00:31,0,0,0,0,0,1,0,1,0,cup_0.51;cell phone_0.49;laptop_0.62;book_0.54;bowl_0.57,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,16,32,0:00:32,0,0,0,0,0,1,0,1,0,cup_0.51;cell phone_0.49;laptop_0.62;book_0.54;bowl_0.57,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,16,33,0:00:33,0,0,0,0,1,1,0,1,0,bottle_0.87;bench_0.37;book_0.79;potted plant_0.55,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,17,34,0:00:34,0,0,0,0,1,0,0,1,0,bottle_0.58;bird_0.71;vase_0.70;mouse_0.66;refrigerator_0.75;horse_0.85;dining table_0.56;potted plant_0.88;chair_0.97;book_0.44,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,18,35,0:00:35,0,0,0,0,0,0,0,1,0,bottle_0.58;bird_0.71;vase_0.70;mouse_0.66;refrigerator_0.75;horse_0.85;dining table_0.56;potted plant_0.88;chair_0.97;book_0.44,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,18,36,0:00:36,0,0,0,0,0,0,0,1,0,bed_0.35;vase_0.65;refrigerator_0.99;couch_1.00;potted plant_0.45;chair_0.76;book_0.42,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,19,37,0:00:37,0,0,0,0,0,0,1,0,0,bed_0.35;vase_0.65;refrigerator_0.99;couch_1.00;potted plant_0.45;chair_0.76;book_0.42,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,19,38,0:00:38,0,0,0,0,0,0,1,0,0,bed_0.35;vase_0.65;refrigerator_0.99;couch_1.00;potted plant_0.45;chair_0.76;book_0.42,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,19,39,0:00:39,0,1,0,0,0,0,1,0,0,bed_0.35;vase_0.65;refrigerator_0.99;couch_1.00;potted plant_0.45;chair_0.76;book_0.42,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,19,40,0:00:40,0,1,0,0,0,0,1,0,0,bed_0.35;vase_0.65;refrigerator_0.99;couch_1.00;potted plant_0.45;chair_0.76;book_0.42,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,19,41,0:00:41,0,1,0,0,0,0,1,0,0,bed_0.35;vase_0.65;refrigerator_0.99;couch_1.00;potted plant_0.45;chair_0.76;book_0.42,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,19,42,0:00:42,0,1,0,0,1,0,1,0,0,laptop_0.60;cat_0.86;tv_0.99;vase_0.80;dog_0.69;potted plant_0.91;book_0.96,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,20,43,0:00:43,0,0,0,0,1,0,0,1,0,laptop_0.60;cat_0.86;tv_0.99;vase_0.80;dog_0.69;potted plant_0.91;book_0.96,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
7,5,20,44,0:00:44,0,0,0,0,1,0,0,1,0,laptop_0.60;cat_0.86;tv_0.99;vase_0.80;dog_0.69;potted plant_0.91;book_0.96,Unphotogenic Chandler can't get a good photo taken with Monica. Rachel plans to get closer to her hunky assistant by encouraging him to hang out with Joey but the plan sours when he picks up on Joey's moves.,0.000709
